Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
briefcope01_bc_14,briefcope01,,radio,I've been trying to come up with a strategy about what to do.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_15,briefcope01,,radio,I've been getting comfort and understanding from someone.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_16,briefcope01,,radio,I've been giving up the attempt to cope.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_17,briefcope01,,radio,I've been looking for something good in what is happening.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_18,briefcope01,,radio,I've been making jokes about it.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_19,briefcope01,,radio,"I've been doing something to think about it less, such as going to movies, watching TV, reading, daydreaming, sleeping, or shopping.","1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_20,briefcope01,,radio,I've been accepting the reality of the fact that it has happened.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_21,briefcope01,,radio,I've been expressing my negative feelings.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_22,briefcope01,,radio,I've been trying to find comfort in my religion or spiritual beliefs.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_23,briefcope01,,radio,I've been trying to get advice or help from other people about what to do.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_24,briefcope01,,radio,I've been learning to live with it.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_25,briefcope01,,radio,I've been thinking hard about what steps to take.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_26,briefcope01,,radio,I've been blaming myself for things that happened.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_27,briefcope01,,radio,I've been praying or meditating.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
briefcope01_bc_28,briefcope01,,radio,I've been making fun of the situation.,"1, I haven't been doing this at all | 2, I've been doing this a little bit | 3, I've been doing this a medium amount | 4, I've been doing this a lot",,,,,,,y,,,,,
bai01_bai0_preamble,bai01,,descriptive,"Below is a list of common symptoms of anxiety. Please carefully read each item in the list. Indicate how much you have been bothered by that symptom during the past month, including today, by selecting the number in the corresponding button next to each symptom.",,,,,,,,,,,,,
bai01_bai1,bai01,,radio,Numbness or tingling,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai2,bai01,,radio,Feeling hot,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai3,bai01,,radio,Wobbliness in legs,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai4,bai01,,radio,Unable to relax,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai5,bai01,,radio,Fear of worst happening,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai6,bai01,,radio,Dizzy or lightheaded,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai7,bai01,,radio,Heart pounding/racing,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai8,bai01,,radio,Unsteady,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai9,bai01,,radio,Terrified or afraid,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai10,bai01,,radio,Nervous,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai11,bai01,,radio,Feeling of choking,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai12,bai01,,radio,Hands trembling,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai13,bai01,,radio,Shaky/unsteady,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai14,bai01,,radio,Fear of losing control,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai15,bai01,,radio,Difficulty in breathing,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai16,bai01,,radio,Fear of dying,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai17,bai01,,radio,Scared,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai18,bai01,,radio,Indigestion,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai19,bai01,,radio,Faint/lightheaded,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai20,bai01,,radio,Face flushed,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
bai01_bai21,bai01,,radio,Hot/cold sweats,"1, Not at all | 2, Mildly but it didn't bother me much | 3, Moderately- it wasn't pleasant at times | 4, Severely- it bothered me a lot",,,,,,,y,,,,,
panas01_interested_q0_preamble,panas01,,descriptive,Indicate the extent you have felt this way over the past week.,,,,,,,,,,,,,
panas01_interested_q1,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Interested","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_distressed_q2,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Distressed","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_excited_q3,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Excited","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_upset1_q4,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Upset","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_strong_q5,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Strong","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_guilty_q6,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Guilty","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_scared_q7,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Scared","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_hostile_q8,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Hostile","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_enthusiastic_q9,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Enthusiastic","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_proud_q10,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Proud","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_irritable_q11,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Irritable","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_alert_q12,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Alert","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_ashamed_q13,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Ashamed","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_inspired_q14,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Inspired","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_nervous_q15,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Nervous","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_determined_q16,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Determined","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_attentive_q17,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Attentive","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_jittery_q18,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Jittery","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_active_q19,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Active","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
panas01_afraid_q20,panas01,,radio,"Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Afraid","1, Very slighly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
rds4_0_preamble,rds4,,descriptive,"Answer this question thinking about the past 2 weeks. If you are unsure, please provide an estimate or select Do not know.",,,,,,,,,,,,,
rds4_1,rds4,,radio,"Over the past two weeks, how often have you felt down, depressed or hopeless?","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
rds4_2,rds4,,radio,"Over the past two weeks, how often have you had little interest or pleasure in doing things?","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
rds4_3,rds4,,radio,"Over the past two weeks, how often have you felt tense, fidgety or restless?","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
rds4_4,rds4,,radio,"Over the past two weeks, how often have you felt tired or had little energy?","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
scl20_0_preamble,scl20,,descriptive,"Below is a list of problems and complaints that people sometimes have. Please read each one carefully. After you have done so, select one of the numbered descriptors that best describes HOW MUCH THAT PROBLEM HAS BOTHERED OR DISTRESSED YOU DURING THE PAST WEEK, INCLUDING TODAY.",,,,,,,,,,,,,
scl20_1,scl20,,radio,"During the past 2 weeks, how much were you distressed by feeling low in energy or slowed down?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_2,scl20,,radio,"During the past 2 weeks, how much were you distressed by thoughts of ending your life?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_3,scl20,,radio,"During the past 2 weeks, how much were you distressed by poor appetite?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_4,scl20,,radio,"During the past 2 weeks, how much were you distressed by crying easily?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_5,scl20,,radio,"During the past 2 weeks, how much were you distressed by the feeling of being caught or trapped?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_6,scl20,,radio,"During the past 2 weeks, how much were you distressed by blaming yourself for things?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_7,scl20,,radio,"During the past 2 weeks, how much were you distressed by feeling lonely?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_8,scl20,,radio,"During the past 2 weeks, how much were you distressed by feeling blue?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_9,scl20,,radio,"During the past 2 weeks, how much were you distressed by worrying too much about things?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_10,scl20,,radio,"During the past 2 weeks, how much were you distressed by feeling no interest in things?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_11,scl20,,radio,"During the past 2 weeks, how much were you distressed by loss of sexual interest or pleasure?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_12,scl20,,radio,"During the past 2 weeks, how much were you distressed by trouble falling asleep?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_13,scl20,,radio,"During the past 2 weeks, how much were you distressed by feeling hopeless about the future?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_14,scl20,,radio,"During the past 2 weeks, how much were you distressed by thoughts of death or dying","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_15,scl20,,radio,"During the past 2 weeks, how much were you distressed by overeating?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_16,scl20,,radio,"During the past 2 weeks, how much were you distressed by awakening early in the morning?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_17,scl20,,radio,"During the past 2 weeks, how much were you distressed by sleep that is restless or disturbed?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_18,scl20,,radio,"During the past 2 weeks, how much were you distressed by feeling everything is an effort?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_19,scl20,,radio,"During the past 2 weeks, how much were you distressed by feelings of worthlessness?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
scl20_20,scl20,,radio,"During the past 2 weeks, how much were you distressed by feelings of guilt?","1, Not at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,,,
wsas_0_preamble,wsas,,descriptive,Mental Health can affect one's ability to do certain day-to-day tasks in their lives. Please read each item below and respond based on how much your mental health impairs your ability to carry out the activity.,,,,,,,,,,,,,
wsas_1,wsas,,radio,Because of my mental health my ability to work is impaired. 0 means not at all impaired and 8 means very severly impaired to the point I cannot work,"1, Not at all | 2,  | 3,  Slightly | 4,  | 5, Definitely | 6,  | 7, Markedly | 8,  | 9, Very severely",,,,,,,y,,,,,
wsas_2,wsas,,radio,"Because of my mental health my home management (cleaning, tidying, shopping, cooking, looking after home or children, paying bills) is impaired","1, Not at all | 2,  | 3,  Slightly | 4,  | 5, Definitely | 6,  | 7, Markedly | 8,  | 9, Very severely",,,,,,,y,,,,,
wsas_3,wsas,,radio,"Because of my mental health my social leisure activities (with other people e.g. parties, bars, clubs, outings, visits, dating, home entertaining) are impaired","1, Not at all | 2,  | 3,  Slightly | 4,  | 5, Definitely | 6,  | 7, Markedly | 8,  | 9, Very severely",,,,,,,y,,,,,
wsas_4,wsas,,radio,"Because of my mental health, my private leisure activities (done alone, such as reading, gardening, collecting, sewing, walking alone) are impaired","1, Not at all | 2,  | 3,  Slightly | 4,  | 5, Definitely | 6,  | 7, Markedly | 8,  | 9, Very severely",,,,,,,y,,,,,
wsas_5,wsas,,radio,"Because of my mental health, my ability to form and maintain close relationships with others, including those I live with, is impaired","1, Not at all | 2,  | 3,  Slightly | 4,  | 5, Definitely | 6,  | 7, Markedly | 8,  | 9, Very severely",,,,,,,y,,,,,
wwhoqolbref_0_preamble,whoqolbref,,descriptive,"This assessment asks how you feel about your quality of life, health, or other areas of your life. Please answer all the questions. If you are unsure about which response to give to a question, please choose the one that appears most appropriate. This can often be your first response. Please keep in mind your standards, hopes, pleasures and concerns. We ask that you think about your life in the last two weeks.",,,,,,,,,,,,,
wwhoqolbref_1,whoqolbref,,radio,How would you rate your quality of life?,"1, Very poor | 2, Poor | 3, Neither poor nor good | 4, Good | 5, Very good",,,,,,,y,,,,,
wwhoqolbref_2,whoqolbref,,radio,How satisfied are you with your health?,"1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very Satisfied",,,,,,,y,,,,,
wwhoqolbref_3,whoqolbref,,radio,"In the last two weeks, to what extent did you feel that (physical) pain prevents you from doing what you need to do?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,,y,,,,,
wwhoqolbref_4,whoqolbref,,radio,"In the last two weeks, how much did you need any medical treatment to function in your daily life?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,,y,,,,,
wwhoqolbref_5,whoqolbref,,radio,"In the last two weeks, how much did you enjoy life?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,,y,,,,,
wwhoqolbref_6,whoqolbref,,radio,"In the last two weeks, to what extend did you feel your life to be meaningful?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,,y,,,,,
wwhoqolbref_7,whoqolbref,,radio,How well are you able to concentrate?,"1, Not at all | 2, A little | 3, A moderate amount | 4, Very much| 5, Extremely",,,,,,,y,,,,,
wwhoqolbref_8,whoqolbref,,radio,How safe do you feel in your daily life?,"1, Not at all | 2, A little | 3, A moderate amount | 4, Very much| 5, Extremely",,,,,,,y,,,,,
wwhoqolbref_9,whoqolbref,,radio,How healthy is your physical environment?,"1, Not at all | 2, A little | 3, A moderate amount | 4, Very much| 5, Extremely",,,,,,,y,,,,,
wwhoqolbref_10,whoqolbref,,radio,"In the last two weeks, did you have enough energy for everyday life?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,,y,,,,,
wwhoqolbref_11,whoqolbref,,radio,"In the last two weeks, Were you able to accept your bodily appearance?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,,y,,,,,
wwhoqolbref_12,whoqolbref,,radio,"In the last two weeks, have you had enough money to meet your needs?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,,y,,,,,
wwhoqolbref_13,whoqolbref,,radio,"In the last two weeks, how available to you has the information that you need in your day-to-day life been?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,,y,,,,,
wwhoqolbref_14,whoqolbref,,radio,"In the last two weeks, to what extent have you had the opportunity for leisure activities?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,,y,,,,,
wwhoqolbref_15,whoqolbref,,radio,How well are you able to get around?,"1, Very poor | 2, Poor | 3, Neither poor nor good | 4, Good | 5, Very good",,,,,,,y,,,,,
wwhoqolbref_16,whoqolbref,,radio,"In the last two weeks, how satistfied were you with your sleep?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_17,whoqolbref,,radio,"In the last two weeks, how satisfied were you with your ability to perform your daily living activities?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_18,whoqolbref,,radio,"In the last two weeks, In the last two weeks, how satisfied were you with your capacity for work?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_19,whoqolbref,,radio,"In the last two weeks, how satisfied were you with yourself?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_20,whoqolbref,,radio,"In the last two weeks, how satisfied were you with your personal relationships?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_21,whoqolbref,,radio,"In the last two weeks, how satisfied were you with your sex life?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_22,whoqolbref,,radio,"In the last two weeks, how satisfied were you with the support you got from your friends?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_23,whoqolbref,,radio,"In the last two weeks, how satisfied were you with the conditions of your living place?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_24,whoqolbref,,radio,"In the last two weeks, how satisfied were you with your access to health services?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_25,whoqolbref,,radio,"In the last two weeks, how satisfied were you with your transport?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,,y,,,,,
wwhoqolbref_26,whoqolbref,,radio,"In the last two weeks, how often did you have negative feelings such as blue mood, despair, anxiety, and/or depression?","1, Never | 2, Seldom | 3, Quite often | 4, Very often | 5, Always",,,,,,,y,,,,,
phq10_0_preamble,phq10,,descriptive,"Over the last two weeks, how often have you been bothered by any of the following problems?",,,,,,,,,,,,,
phq10_1,phq10,,radio,"Over the last two weeks, how often have you been bothered by: little interest or pleasure in doing things","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_2,phq10,,radio,"Over the last two weeks, how often have you been bothered by: feeling down, depressed, or hopeless","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_3,phq10,,radio,"Over the last two weeks, how often have you been bothered by: trouble falling or staying asleep, or sleeping too much","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_4,phq10,,radio,"Over the last two weeks, how often have you been bothered by: feeling tired or having little energy","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_5,phq10,,radio,"Over the last two weeks, how often have you been bothered by: poor appetite or overeating","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_6,phq10,,radio,"Over the last two weeks, how often have you been bothered by: feeling bad about yourself - or that you are a failure or have let yourself or your family down","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_7,phq10,,radio,"Over the last two weeks, how often have you been bothered by: trouble concentrating on things, such as reading the newspaper or watching television","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_8,phq10,,radio,"Over the last two weeks, how often have you been bothered by: moving or speaking so slowly that other people could notice. Or the opposite - being so figety or restless that you have been moving around a lot more than usual","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_9,phq10,,radio,"Over the last two weeks, how often have you been bothered by: thoughts that you would be better off dead, or of hurting yourself","1, Not at all | 2, Several days | 3, More than half the days | 4, Nearly every day",,,,,,,y,,,,,
phq10_10,phq10,,radio,"If you checked off any problems, how difficult have these problems made it for you to do your work, take care of things at home, or get along with other people?","1, Not difficult at all | 2, Somewhat difficult | 3, Very difficult | 4, Extremely difficult",,,,,,,y,,,,,
atten01,atten01,,radio,"Select ""Strongly Agree"" if you read this question.","1, Strongly Disagree | 2, Disagree | 3, Agree | 4, Strongly agree",,,,,,,y,,,,,
atten02,atten02,,radio,I work 15 months every year,"1, Not true | 2, Sometimes | 3, True",,,,,,,y,,,,,
atten03,atten03,,radio,I have never used a computer,"1, Not true | 2, Sometimes | 3, True",,,,,,,y,,,,,
meds01_1,meds01,,radio,Are you currently taking any anti-depressant medications?,"1, Yes | 2, No |3, Prefer not to answer",,,,,,,y,,,,,
